song,genre
Go Girl (feat. Trina & Young Boss),Rap
Beat It,Pop
I Don't Trust Myself (With Loving You),Pop
Irreplaceable,Pop
"Out Here Grindin' (feat. Akon, Rick Ross, Young Jeezy, Lil Boosie, Plies, Ace Hood & Trick Daddy)",Hip hop
"Out Here Grindin' (feat. Akon, Rick Ross, Young Jeezy, Lil Boosie, Plies, Ace Hood & Trick Daddy)",Rap
Doin' it Right,Pop
A Drop In the Ocean,Rock
My Body,Hip hop
Work Song,Metal
All of the Stars (Soundtrack Version),Rap
Kerosene,Country
Fool's Gold,Pop
If I Knew,Pop
Fast Car,Country
Waterfalls,R&B
Waterfalls,K pop
Half a Heart,Pop
September,Rock
Happily,Pop
Havana (feat. Young Thug),Pop
45,Rock
Never Be Like You (feat. Kai),Metal
Sledgehammer,Pop
A-Punk,Rap
Shirtsleeves,Pop
The Man,Pop
Take It Back,Pop
Lollipop (Bonus Track),Jazz
Wide Open Spaces,Country
I See Fire,Pop
It's Still Rock and Roll to Me,Rock
Love Sex Magic (feat. Justin Timberlake),Pop
Show Me How You Burlesque,Rap
Bye Bye Bye,Pop
The Lazy Song,Pop
Parking Lot Party,Country
About You Now,K pop
Lonely Tonight (feat. Ashley Monroe),Country
Let Her Cry,Pop
I'd Come for You,Rock
Out on the Town,Rock
Holding On To You,EDM
Say Something (feat. Chris Stapleton),Pop
All Alright,Gospel
Vultures,Pop
Nancy Mulligan,Pop
All Eyes On You (feat. Chris Brown & Nicki Minaj),Hip hop
All Eyes On You (feat. Chris Brown & Nicki Minaj),Rap
Way Down We Go,Rock
Bright,Country
Belief,Pop
The Longest Time,Pop
Never Too Late,Rock
Through Glass,Rock
Hard to Say I'm Sorry / Get Away,Rock
Like a Prayer,Pop
Ever the Same,Pop
Born In the U.S.A.,Rock
You Say,Video game music
Show Me,Pop
Praise You In This Storm,Country
Killing Me Softly With His Song,Hip hop
Killing Me Softly With His Song,Rap
Stand By Me,R&B
Stand By Me,Metal
The Girl Is Mine,Pop
One Foot,Pop
I'm Gonna Find Another You,Pop
Cowboy,Rock
Church Bells,Country
In Love With a Girl,Rock
By Your Side,Rock
Who Am I,Metal
Can You Feel It (Single Version),Pop
But It's Better If You Do,Latin
"A Thousand Years, Pt. 2 (feat. Steve Kazee)",Jazz
Ride (feat. Macy Maloy),Country
Who Dat Girl (feat. Akon),Hip hop
Who Dat Girl (feat. Akon),Rap
Just a Friend,Hip hop
Just a Friend,Rap
Heart of Gold,Rock
Little White Lies,Pop
Little Red Wagon,Country
Leave Me Alone,Pop
Such Great Heights,EDM
Sunshine & Whiskey,Country
Good Time,Country
New Slang,Rock
Flowers,Pop
Trouble,Rock
Money Make Her Smile,Pop
"Boulevard of Broken Dreams (feat. John Gallagher Jr., Rebecca Naomi Jones, Stark Sands & Company)",Rap
Save Myself,Pop
Say Yeah,Hip hop
Say Yeah,Rap
I Just Can't Stop Loving You,Pop
The Unforgiven,Metal
Easy On Me,Pop
Everywhere,Rock
Through the Dark,Pop
"I Like It, I Love It",Country
Low Life (feat. The Weeknd),Hip hop
Low Life (feat. The Weeknd),Rap
Moonshine,Pop
Barcelona,Pop
Just to See You Smile,Country
Little Lies,Rock
Some Nights (Intro),Hip hop
Remember You (feat. The Weeknd),Hip hop
Remember You (feat. The Weeknd),Rap
"Forever and Ever, Amen",Country
Neon Moon,Country
What Do I Know?,Pop
Trap Queen,Hip hop
Trap Queen,Rap
Girls Like You (feat. Cardi B),Pop
25 or 6 to 4,Rock
Don't Forget Where You Belong,Pop
"Flex (Ooh, Ooh, Ooh)",Hip hop
"Flex (Ooh, Ooh, Ooh)",Rap
You're Beautiful,Pop
New Man,Pop
If You Leave Me Now,Rock
It Gets Better,Classical
Location,R&B
Location,Video game music
Nightmare,Rock
Forever Young,Rock
(Don't Fear) The Reaper,Rock
Cyclone (feat. T-Pain),R&B
Cyclone (feat. T-Pain),Rock
Toxicity,Rock
Cooler Than Me (Single Mix),Pop
He Said She Said,Pop
Shoot to Thrill,Rock
Hail to the King,Metal
S.E.X.,Rock
Her Diamonds,Pop
Calling All Angels,Rock
Bibia Be Ye Ye,Pop
Better Than Words,Pop
My Church,Country
Title,Pop
Hearts Don't Break Around Here,Pop
Does He Know?,Pop
Rich Girl,Rock
So Good,Hip hop
So Good,Rap
Shake Senora (feat. T-Pain & Sean Paul),Pop
She's Out of My Life (Single Version),Pop
Oath (feat. Becky G),Pop
Billie Jean,Pop
Instant Crush,Pop
Play That Song,Pop
More Time,Gospel
One Way or Another (Teenage Kicks),Pop
U and Dat (Featuring T. Pain & Kandi Girl),Hip hop
U and Dat (Featuring T. Pain & Kandi Girl),Rap
Don't Threaten Me with a Good Time,Country
Ten Thousand Hours,Hip hop
Ten Thousand Hours,Rap
What About Us,Pop
Numb / Encore,Rock
In the Closet (Single Version),Pop
Sexual Healing,R&B
Sexual Healing,R&B
Alive,Pop
"Save Me, San Francisco",Pop
Houdini,Classical
Whiskey Lullaby (feat. Alison Krauss),Country
Right Now,Pop
Better Than I Used to Be,Country
Mad World,Rock
Let Me Love You,R&B
Let Me Love You,Rap
Landslide,Country
Billie Jean,Pop
Instant Crush,Pop
Play That Song,Pop
More Time,Country
One Way or Another (Teenage Kicks),Pop
U and Dat (Featuring T. Pain & Kandi Girl),Hip hop
U and Dat (Featuring T. Pain & Kandi Girl),Rap
Don't Threaten Me with a Good Time,Video game music
Ten Thousand Hours,Hip hop
Ten Thousand Hours,Rap
What About Us,Pop
Numb / Encore,Rock
In the Closet (Single Version),Pop
Sexual Healing,R&B
Sexual Healing,Rock
Alive,Pop
"Save Me, San Francisco",Pop
Houdini,Gospel
Whiskey Lullaby (feat. Alison Krauss),Country
Right Now,Pop
Better Than I Used to Be,Country
Mad World,Rock
Let Me Love You,R&B
Let Me Love You,Pop
Landslide,Country
Only Wanna Be With You,Pop
Cupid's Chokehold / Breakfast in America (Radio Mix) [feat. Patrick Stump],Rock
The Chain,Rock
Just the Way You Are,Pop
Eraser,Pop
La Traviata (Bonus Track),Jazz
7/11,Pop
I Caught Myself,Gospel
Eyes On Fire,K pop
Bella's Lullaby,Rock
Leave Out All the Rest,Classical
Let Me Sign (Bonus Track),Pop
Supermassive Black Hole,Lofi
Never Think,EDM
Tremble for My Beloved,Pop
"Flightless Bird, American Mouth",Latin
Go All the Way (Into the Twilight),K pop
Spotlight (Twilight Mix),Pop
Full Moon,Folk
Firework,Pop
Whine Up (feat. Elephant Man),Pop
Glory Days,Rock
Wild Wild Love (feat. G.R.L.),Pop
Jessie's Girl,Rock
Kiss from a Rose,R&B
Kiss from a Rose,Jazz
Rooster,Rock
Slut Like You,Pop
East to West,Pop
Why Don't We Go There,Pop
Kill Everybody,EDM
When It Rains It Pours,Country
Beam Me Up,Pop
Let's Go,Hip hop
Let's Go,Rap
In My Head,Pop
Stars,Metal
Almost Easy,Rock
Without Me,Classical
Halo,Pop
In Repair,Pop
ME! (feat. Brendon Urie of Panic! At The Disco),Pop
Springsteen,Country
Wake Me Up Before You Go-Go,Pop
Exchange,R&B
Exchange,Hip hop
Little Black Dress,Pop
Believe,Pop
End of the Day,Pop
Another Part of Me (Single Version),Pop
LA Devotee,Hip hop
Dancing In the Dark,Rock
"Courtesy of the Red, White and Blue (The Angry American)",Country
Dangerous,Pop
Tire Swing,Gospel
Jackson (with June Carter Cash),Country
Whiskey in My Water,Country
Speechless,Country
The Big Bang,Pop
"Baby, It's Cold Outside (feat. Darren Criss)",Metal
Better With the Lights Off (feat. Chris Brown),Hip hop
Better With the Lights Off (feat. Chris Brown),Rap
Young Dumb & Broke,R&B
Young Dumb & Broke,Metal
Take It Easy,Rock
Long Cool Woman (In a Black Dress),Rock
Give Me Your Eyes,Lofi
Last Night (feat. Keyshia Cole),Hip hop
Last Night (feat. Keyshia Cole),Rap
Love You Goodbye,Pop
Are We All We Are,Pop
Bold as Love,Pop
I Believe in a Thing Called Love,Rock
More Than This,Pop
It is Well (Live),Rock
Walk of Shame,Pop
Blinding Lights,R&B
Blinding Lights,Gospel
Kernkraft 400 (Sport Chant Stadium Remix),EDM
Truly Madly Deeply,Pop
The Great Escape,Pop
Blessings,Hip hop
Darling Nikki,Pop
Don't Rain On My Parade (Cover of Barbra Streisand's Funny Girl),Pop
Footloose,Video game music
Pony,R&B
Pony,Rap
Bow Chicka Wow Wow (feat. Lil Wayne),Pop
Lose Control (feat. Ciara & Fat Man Scoop),Hip hop
Lose Control (feat. Ciara & Fat Man Scoop),Rap
Over It,Pop
Something Great,Pop
As Good As I Once Was,Country
Cruel Summer,Pop
Unstoppable,Pop
I Told You So,Country
You've Got a Friend,R&B
You've Got a Friend,Hip hop
Stand Up,Pop
"Who Is It (7"" Edit)",Pop
"A Boy Named Sue (Live at San Quentin State Prison, San Quentin, CA - February 1969)",Country
We Are the World,Rock
Wake Me Up When September Ends,Classical
Don't Drop That Thun Thun,Hip hop
Don't Drop That Thun Thun,Rap
What a Feeling,Pop
The Way You Make Me Feel,Pop
No Control,Pop
Breezeblocks,Hip hop
Harvest Moon,Rock
Just Like a Pill,Pop
So Nice So Smart,Metal
Why'd You Only Call Me When You're High?,Country
Here Comes the Weekend (feat. Eminem),Pop
Someday,Pop
Carolina In My Mind (1976 Version),Pop
Carolina In My Mind (1976 Version),EDM
Come Back to Me,Pop
Heartbeat,Country
God Gave Me You,Country
Hallelujah,Metal
Circles,Hip hop
Circles,Rap
Out of My League,Jazz
Think of You (Duet with Cassadee Pope),Country
Southern Voice,Country
Gotta Be You (2012 US Version),Pop
Gonna Wanna Tonight,Country
Thunder (Radio Mix),Lofi
Rock Me,Pop
She's Not Afraid,Pop
Stockholm Syndrome,Pop
Enjoy Yourself,Pop
Timebomb,Pop
Boot Scootin' Boogie,Country
Waiting for Superman,Rock
Angel,Pop
On My Level (feat. Too $hort),Hip hop
On My Level (feat. Too $hort),Rap
Sara,Rock
The Truth About Love,Pop
Short Skirt/Long Jacket,Rock
Small Bump,Pop
Paradise,EDM
Wanted,Country
Not Your Fault,Rap
Aerials,Rock
Little Bird (Bonus Track),Pop
Life's Been Good,Rock
Johnny and June,Country
Travelin' Soldier,Country
Happy Together,Pop
Rich Men North of Richmond,Country
Someone New,Folk
Say My Name,R&B
Say My Name,Folk
Shakin' Hands,Rock
Sherry,Rock
Sing,Video game music
Chaos & Piss,Pop
Again,Hip hop
Again,Rap
Sara Smile,Rock
Castle,Hip hop
Castle,Rap
Mean To Me,Country
Run the World (Girls),Pop
Plush,Pop
Migraine,Folk
How Come You're Not Here,Pop
Burning Down the House,Lofi
Can't Help Falling In Love,Rock
When the Sun Goes Down,Country
From the Ground Up,Country
These Are My People,Country
The Walker,Pop
Get the Party Started,Pop
It's Five O'Clock Somewhere (with Jimmy Buffett),Country
Maneater,Rock
The Chanukah Song,Gospel
The Remedy (I Won't Worry),Pop
Black Magic Woman,Rock
Better Days,Rock
How Do You Like Me Now?!,Country
Livin' la Vida Loca,Pop
Hypnotize (2007 Remaster),Hip hop
Hypnotize (2007 Remaster),Rap
Sweet Dreams (Are Made of This),Pop
Where Did the Beat Go?,Pop
Love On Top,Pop
God's Not Dead (Like a Lion),Latin
And We Danced (feat. Ziggy Stardust),Hip hop
And We Danced (feat. Ziggy Stardust),Rap
No Scrubs,R&B
No Scrubs,EDM
Act My Age,Pop
She's Always a Woman,Pop
Interstate Love Song,Pop
How Do I Live,Country
From the Ground Up,Country
These Are My People,Country
The Walker,Lofi
Get the Party Started,Pop
It's Five O'Clock Somewhere (with Jimmy Buffett),Country
Maneater,Rock
The Chanukah Song,Metal
The Remedy (I Won't Worry),Pop
Black Magic Woman,Rock
Better Days,Rock
How Do You Like Me Now?!,Country
Livin' la Vida Loca,Pop
Hypnotize (2007 Remaster),Hip hop
Hypnotize (2007 Remaster),Rap
Sweet Dreams (Are Made of This),Pop
Where Did the Beat Go?,Pop
Love On Top,Pop
God's Not Dead (Like a Lion),Hip hop
And We Danced (feat. Ziggy Stardust),Hip hop
And We Danced (feat. Ziggy Stardust),Rap
No Scrubs,R&B
No Scrubs,Country
Act My Age,Pop
She's Always a Woman,Pop
Interstate Love Song,Pop
How Do I Live,Country
How Deep Is Your Love,Pop
"You Need Me, I Don't Need You",Pop
Snapback,Country
Never Be the Same,Pop
"Folsom Prison Blues (Live at Folsom State Prison, Folsom, CA - January 1968)",Country
No One's Gonna Love You,Pop
Loose Lips,EDM
If You Want Me,Rock
Danger Zone,Jazz
Last Christmas,Jazz
Vivir Mi Vida,EDM
Gold (feat. Eighty4 Fly),Hip hop
Gold (feat. Eighty4 Fly),Rap
Fly,Rock
Two Princes,Rock
Smoke Break,Country
Runaway Baby,Pop
Shawty Get Loose (feat. T-Pain & Chris Brown),Hip hop
Shawty Get Loose (feat. T-Pain & Chris Brown),Rap
More Like Her,Country
Nasty Freestyle,Hip hop
Nasty Freestyle,Rap
Desperado,Rock
So What,Pop
Break Up (feat. Gucci Mane & Sean Garrett),R&B
Break Up (feat. Gucci Mane & Sean Garrett),Lofi
Don't Stop,Rock
Fireproof,Pop
I'll Never Love Again (Extended Version),Gospel
Tusk,Rock
Man In the Mirror (2003 Edit),Pop
The Love You Save,Pop
ABC,Pop
Automatic,Country
Got to Be There (Single Version),Pop
Rockin' Robin,Pop
I Want You Back,Pop
Wake Me Up,Pop
Amber,Rock
Ben (Single Version),Pop
Hey Baby (Drop It to the Floor) [feat. T-Pain],Pop
Slide,Rock
Mask Off,Hip hop
Mask Off,Rap
Saturday In the Park,Rock
Autumn Leaves (Bonus Track),Pop
I Don't Want to Be,Pop
Don't Blink,Country
O.P.P.,Hip hop
O.P.P.,Rap
When Your Mind's Made Up,Lofi
I'm Still a Guy,Country
Bleeding Love,Rock
He Stopped Loving Her Today,Country
Bawitdaba,Rock
Wings,Pop
Hurricane,Country
"Hey, Soul Sister",Pop
Freak the Freak Out (feat. Victoria Justice),Pop
I Love This Bar,Country
My Rollercoaster (Juno Film Version),EDM
The High Road,Rock
Make The Money,Hip hop
Make The Money,Rap
Tree Hugger,Pop
New York State of Mind,Pop
4Ever,Pop
HeadBand (feat. 2 Chainz),Hip hop
HeadBand (feat. 2 Chainz),Rap
Seventeen Forever,Folk
Take It to the Limit,Rock
I Want,Pop
U.N.I.,Pop
Rock 'n' Roll (Will Take You to the Mountain),Rock
Lonely Eyes,Country
Cold,Rock
Starting Over (feat. Ben Bridwell),Hip hop
Starting Over (feat. Ben Bridwell),Rap
Dashboard,Pop
Say Something,Pop
Drift Away,Pop
Iron Man,Metal
Youngblood,Pop
Talking to the Moon,Pop
Contact,Pop
"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)",Hip hop
"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)",Rap
What Makes You Beautiful,Pop
Tennessee Whiskey,Country
Psycho (feat. Ty Dolla $ign),Hip hop
Psycho (feat. Ty Dolla $ign),Rap
O (Hidden Track),Rock
R U Mine?,Rock
Burning House,Country
Money for Nothing,Rock
Im Not Your Boyfriend Baby,Video game music
Voices,Country
Giorgio by Moroder,Pop
Smooth Criminal (Radio Edit),Pop
Big Poppa (2007 Remaster),Hip hop
Big Poppa (2007 Remaster),Rap
Take Me to Church,Hip hop
Battlefield,Pop
Outside,Rock
Work Bitch,Pop
Just Like Heaven,K pop
We Dem Boyz,Hip hop
We Dem Boyz,Rap
Waiting for a Girl Like You,Rock
Look What You've Done,Rock
Let's Go Crazy,Pop
Vampire,Rock
"I'm So Hood (feat. Young Jeezy, Ludacris, Busta Rhymes, Big Boi, Lil Wayne, Fat Joe, Birdman & Rick Ross) [Remix]",Hip hop
"I'm So Hood (feat. Young Jeezy, Ludacris, Busta Rhymes, Big Boi, Lil Wayne, Fat Joe, Birdman & Rick Ross) [Remix]",Rap
Beyond,Pop
Next Contestant,Rock
Fragments of Time,Pop
T.N.T.,Rock
Alive,Pop
Up the Spout,Gospel
Dibs,Country
Let Me See Ya Girl,Country
Victory Lap,Hip hop
Victory Lap,Rap
Pain,Rock
Don't Stop 'Til You Get Enough (2003 Edit),Pop
Faithfully (Glee Cast Version),Pop
Tequila,Country
How Sweet It Is (To Be Loved By You),Metal
How Sweet It Is (To Be Loved By You),Folk
Sleep (Instrumental),Latin
Time to Dance,Hip hop
Once in a Lifetime,Pop
Touch,Pop
They Don't Know About Us,Pop
Clouds,Pop
Spaces,Pop
Famous In a Small Town,Country
The Game of Love,Pop
Kill Your Heroes,Classical
Juicy (2007 Remaster),Hip hop
Juicy (2007 Remaster),Rap
Who Knew,Pop
Close Your Eyes,Pop
Billie Jean (Single Version),Pop
Change Your Ticket,Pop
Oxford Comma,Latin
Don't Ya,Country
Lyin' Eyes,Rock
Neon Cathedral (feat. Allen Stone),Hip hop
Neon Cathedral (feat. Allen Stone),Rap
Paranoid (feat. B.o.B),Hip hop
Paranoid (feat. B.o.B),Rap
True Colors,Rap
New Rules,Pop
Jimmy Iovine (feat. Ab-Soul),Hip hop
Jimmy Iovine (feat. Ab-Soul),Rap
Drunk on Your Love,Country
Boyfriend,Pop
Illusion,Pop
Pony (Extended Mix),R&B
Pony (Extended Mix),Metal
O Holy Night,K pop
Whiskey Glasses,Country
Expectations (Remastered),EDM
A Well Respected Man,EDM
All the Young Dudes,Pop
Cum On Feel the Noize,Rock
Anyone Else But You,Video game music
"Build God, Then We'll Talk",Metal
I'm Sticking With You,Hip hop
"Piazza, New York Catcher",Metal
Superstar,Latin
Sea of Love (Remastered),K pop
Dearest,Gospel
Streetcorner Symphony,Pop
American Soldier,Country
Believe,R&B
Praying,Pop
You Make Loving Fun,Rock
When I Get Where I'm Going (feat. Dolly Parton),Country
It's a Beautiful Day,Pop
Sleepyhead,Lofi
Perm,Pop
Cell Block Tango,Classical
Heaven,Hip hop
Daydream Believer,Pop
Black Or White (Single Version),Pop
Psycho Killer,Classical
Paris,Lofi
People Like Us,Pop
Wherever I May Roam,Metal
Within,Pop
Motherboard,Pop
Say You Love Me,Rock
Fantasy,Pop
Beast and the Harlot,Rock
Hot Blooded,Rock
Sea of Love (Remastered),Hip hop
Superstar,Rap
Streetcorner Symphony,Pop
American Soldier,Country
Believe,Rap
Praying,Pop
You Make Loving Fun,Rock
When I Get Where I'm Going (feat. Dolly Parton),Country
It's a Beautiful Day,Pop
Sleepyhead,Gospel
Perm,Pop
Cell Block Tango,Hip hop
Heaven,Video game music
Daydream Believer,Pop
Black Or White (Single Version),Pop
Psycho Killer,Metal
Paris,Lofi
People Like Us,Pop
Wherever I May Roam,Metal
Within,Pop
Motherboard,Pop
Say You Love Me,Rock
Fantasy,Pop
Beast and the Harlot,Rock
Hot Blooded,Rock
Nobody Compares,Pop
I Would Do Anything for You,Rap
A Wake (feat. Evan Roman),Hip hop
A Wake (feat. Evan Roman),Rap
Beer for My Horses (feat. Willie Nelson),Country
Ink,Latin
Always In My Head,EDM
"Music Is My Hot, Hot Sex",Lofi
And She Was,Rap
Gettin' Jiggy Wit It,Pop
Hold Me,Rock
The Underdog,R&B
The Archer,Pop
Chunky,Pop
Afraid,Folk
Grade 8,Pop
American Idiot,EDM
Out Last Night,Country
(Ghost) Riders In the Sky,Country
Wizards in Winter (Instrumental),Jazz
BO$$,Pop
Hot N*gga,Hip hop
Hot N*gga,Rap
Where Ya At (feat. Drake),Hip hop
Where Ya At (feat. Drake),Rap
You May Be Right,Rock
Echo,Hip hop
Echo,Rap
Gonna Make You Sweat (Everybody Dance Now) [feat. Freedom Williams],Jazz
Silent Night,Hip hop
Give It Away,Rock
When We Stand Together,Rock
True Love,Rap
"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",Pop
B.Y.O.B.,Rock
Snow (Hey Oh),Folk
You Should Be Here,Country
Absolutely (Story of a Girl),Rock
Ice Ice Baby,Hip hop
Ice Ice Baby,Rap
Far Behind,Folk
Peaceful Easy Feeling,Rock
Fun (feat. Chris Brown),Pop
I'm a Gummy Bear (The Gummy Bear Song),Metal
Cherry Pie,Rock
The Adventures of Rain Dance Maggie,Jazz
It's a Great Day to Be Alive,Country
19 You + Me,Country
Voice of Truth,Jazz
2 Phones,Hip hop
2 Phones,Rap
Love Me Like You Mean It,Country
Good as Hell,Pop
Work It,Hip hop
Work It,Rap
Guns For Hands,Hip hop
Call It What You Want,R&B
Save Tonight,Rock
The Only Difference Between Martyrdom and Suicide Is Press Coverage,Folk
Little Toy Guns,Country
Wild Thoughts (feat. Rihanna & Bryson Tiller),Hip hop
Wild Thoughts (feat. Rihanna & Bryson Tiller),Rap
Beat It (Single Version),Pop
Express,R&B
That's Christmas to Me,Pop
It's Beginning To Look a Lot Like Christmas,Gospel
Sad But True,Metal
BomBom (feat. The Teaching),Hip hop
BomBom (feat. The Teaching),Rap
Rockin' in the Free World,Rock
Yonkers,Hip hop
Yonkers,Rap
Say It to Me Now,Rap
Heavy (feat. Kiiara),Pop
Earth Song (Radio Edit),Pop
Another's Arms,Latin
Hold My Hand,Pop
You Make It Easy,Country
White Winter Hymnal (Fleet Foxes Cover),Country
Lemonade,Hip hop
Lemonade,Rap
One Week,Rock
Holding Out for a Hero,Pop
Glorious Day (Living He Loved Me),Metal
Rock with You (Single Version),Pop
I Can't Go for That (No Can Do),Rock
Oceans,Rap
One of These Nights,Rock
Everybody (Backstreet's Back) [Extended Version],Pop
Someday (Single Mix),Rock
Grind With Me,R&B
Grind With Me,Latin
My Life,Rock
Tomorrow,Country
Walk Like a Man,Rock
I'm Comin' Over,Country
I Miss the Misery,Rock
Turn Me On,R&B
I Dreamed a Dream (Glee Cast Version) [feat. Idina Menzel],Pop
Feel Like Makin' Love,Rock
Once,Rock
All Along the Watchtower,Rock
Thriller (2003 Edit),Pop
Blackout,Rap
Time,Lofi
The City,Pop
House of Memories,Classical
Calabria 2007 (Club Mix),Classical
Lotus Flower Bomb (feat. Miguel),Hip hop
Lotus Flower Bomb (feat. Miguel),Rap
Tin Man,Country
My Maria,Country
CoCo,Hip hop
CoCo,Rap
Stole My Heart,Pop
Maybe It's Time,EDM
I'll Never Love Again (Film Version),Video game music
Dirty Laundry,Country
Gypsy,Pop
Cat Daddy,Hip hop
Cat Daddy,Rap
R.I.C.O. (feat. Drake),Hip hop
R.I.C.O. (feat. Drake),Rap
My Oh My,Hip hop
My Oh My,Rap
Thin Line (feat. Buffalo Madonna),Hip hop
Thin Line (feat. Buffalo Madonna),Rap
Cowboy Boots,Hip hop
Cowboy Boots,Rap
Finesse,Pop
You Are Not Alone (Radio Edit),Pop
goosebumps,Hip hop
goosebumps,Rap
Need You Now,Country
Cape Cod Kwassa Kwassa,Metal
Bound to You,Folk
Still the One,Pop
Beer In Mexico,Country
Baby I'm a Star,Pop
Purple Haze,Rock
Black,Rock
Dangerous (feat. Sam Martin),Jazz
My Eyes Adored You,Rock
Bounce It (feat. Wale & Trey Songz) [Explicit Version],Rap
Olivia,Pop
Dirty Diana,Pop
Details In the Fabric (feat. James Morrison),Pop
It Won't Stop (feat. Chris Brown),R&B
It Won't Stop (feat. Chris Brown),R&B
Timing Is Everything,Lofi
Many the Miles,Latin
Many the Miles,Folk
"One, Two Step (feat. Missy Elliott)",R&B
"One, Two Step (feat. Missy Elliott)",Latin
Lies,Folk
My Boo,R&B
My Boo,R&B
Dust In the Wind,Rock
Who Says,Rock
Simple Man (Rock Version),Rock
Boom,Rock
Get Low,Classical
Mountain Music,Country
Get Silly,Hip hop
Get Silly,Rap
Play That Funky Music,Rock
Wind Beneath My Wings,Rock
Walk Like an Egyptian,Pop
Pardon Me,Hip hop
My Life Would Suck Without You (Cover of Kelly Clarkson),Pop
A.M.,Pop
Big Girls Don't Cry,Rock
If I Could Fly,Pop
Middle of a Memory,Country
Highwayman,Country
Heart Attack,Pop
Possibility,R&B
Dancing In the Moonlight (Original Recording),Rock
Behind These Hazel Eyes,Pop
Stronger (What Doesn't Kill You),Pop
Raise Your Glass,Pop
The Beautiful Ones,Pop
Crawling,Rock
